"period","gdp","defgdp","conso","defconso","inves","definves","wage","shortrate","employ","hours","pop"
1998-07-01,1992166.58229971,80.9996050892871,1125877.16347101,80.3579404656165,430734.816511081,81.4527259033868,767824.538328277,3.93662249090397,136071.710865476,56636009.8586728,215134.340937849
1998-10-01,1997583.37691186,81.3458736335617,1136220.8224424,80.4501338628457,434885.905592225,81.6493156218449,775840.375341344,3.62329203354882,136638.500088194,56843784.1772833,215242.28144579
1999-01-01,2014958.9,81.376,1143626,80.441,443106.7,81.596,781540.4,3.0886,137278.26,57052871,215352.595423341
1999-04-01,2025549.1,81.503,1152985.3,80.713,449450.4,81.684,793042.5,2.6349,137840.93,57637011,215465.847062865
1999-07-01,2050197.5,81.645,1164395,81.013,457050.2,82.034,802594.8,2.6994,138631.11,57600300,215582.579535011
1999-10-01,2073250,81.939,1172021,81.382,461164.2,82.267,813327.1,3.4306,139256.27,57950410,215703.308792634
2000-01-01,2098526.1,82.251,1183796.1,81.97,468824.9,83.164,825919.4,3.5486,140230.51,58317000,215828.517331358
2000-04-01,2117225.7,82.496,1191733.3,82.432,473212.8,83.764,835146.2,4.2848,141065.01,58535402,215958.647980128
2000-07-01,2130102.8,82.898,1195808.3,83.081,478810.9,84.24,846304.6,4.7388,141801.82,58737595,216094.097815994
2000-10-01,2143710.7,83.35,1197232.1,83.693,479442.4,84.786,855901.5,5.0282,142418.2,58944902,216235.212322203
2001-01-01,2164466.9,84.018,1211057.4,83.996,483219.6,84.913,863233.7,4.7447,142718.35,59070883,216382.279845558
2001-04-01,2167141.9,84.418,1212847.7,84.787,482171.7,85.185,870929,4.5885,142886.01,58899556,216535.526441286
2001-07-01,2170369.8,85.016,1215616.6,85.16,478800.8,85.565,879110.2,4.2779,143193.65,58917048,216695.111229335
2001-10-01,2170971.1,85.709,1218722.8,85.39,477164.7,85.725,887324.6,3.4522,143479.22,59002611,216861.122424988
2002-01-01,2174140.4,86.31,1218072.8,85.894,476105.1,86.1,895385,3.3615,143914.87,58962088,217033.573955926
2002-04-01,2185666.1,86.504,1218151.5,86.28,470756.8,86.674,902309.1,3.4461,144097.75,59057092,217212.402622199
2002-07-01,2194811.4,87.153,1225452,86.599,472885.8,86.718,909465.4,3.3589,144304.1,59064915,217397.465801998
2002-10-01,2198504.8,87.518,1232757,87.039,475802.3,87.158,916143.4,3.1162,144348.78,59050813,217588.539754329
2003-01-01,2191511.7,88.083,1232176.2,87.887,475128.3,87.433,919922.5,2.6854,144429.62,59114456,217785.318194867
2003-04-01,2193488.7,88.585,1234346.7,88.066,476369,87.441,925152.9,2.3591,144661.14,59045586,217987.410871991
2003-07-01,2206491.9,89.191,1240861.3,88.462,479820.1,87.894,937303.4,2.1391,144854.9,59166492,218194.341921575
2003-10-01,2221595.4,89.367,1244899.4,88.884,484640.1,88.161,939729.6,2.1493,145147.61,59284821,218405.547831601
2004-01-01,2232756.1,89.855,1252183.6,89.321,484497.8,88.695,946982.7,2.0618,145342.83,59205612,218620.374714376
2004-04-01,2246471.9,90.366,1254835.3,89.953,488211.9,89.502,955253.2,2.0834,145687.12,59432851,218838.074638899
2004-07-01,2251969.2,90.691,1256112.8,90.399,489214.5,90.143,959658.6,2.1163,146028.32,59447164,219057.80083245
2004-10-01,2260217.4,91.203,1267775,90.767,490812.7,90.815,966768.6,2.164,146413.8,59579172,219278.601619202
2005-01-01,2264915.9,91.573,1272000.7,91.135,492515.8,91.053,973730.1,2.1404,146635.1,59640666,219499.413065813
2005-04-01,2278889.6,91.99,1279991.9,91.525,501040.7,91.628,982100.6,2.1244,147078,60126132,219719.050369518
2005-07-01,2296699.1,92.341,1286594.6,92.243,507173.6,92.191,991479,2.1305,147467.66,60108700,219936.198094386
2005-10-01,2310838.7,92.999,1292699.7,92.632,510996.4,92.774,1004639.8,2.3437,148126.74,60533386,220149.461710504
2006-01-01,2330427.8,93.32,1299100.6,93.235,516928.5,93.5,1012510.2,2.6136,148748.87,60836444,220357.468189152
2006-04-01,2356641.2,93.851,1306344.6,93.912,529279.1,94.284,1024542.4,2.8957,149602.04,61118479,220558.884025539
2006-07-01,2371285.5,94.348,1310858.2,94.377,533499.1,95.008,1036493.2,3.2215,150256.19,61520288,220752.243984756
2006-10-01,2398590.4,94.857,1321787.4,94.657,545715.3,95.613,1048397.1,3.5902,150941.64,61824306,220936.02909188
2007-01-01,2412786.6,95.685,1320949.9,95.308,552701.9,96.286,1060460.4,3.8204,151647.63,62123135,221108.622031995
2007-04-01,2430298.4,96.103,1332290,95.947,555426.2,96.846,1072254.1,4.0678,152446.21,62374206,221268.466722003
2007-07-01,2441012.8,96.605,1337761,96.549,557807.5,97.238,1083222.9,4.4937,153091.75,62676661,221413.787065038
2007-10-01,2453814.3,97.363,1342424.9,97.557,567485.9,98.006,1100550.6,4.7184,153616.67,62843312,221542.890735031
2008-01-01,2466203.1,97.805,1341536,98.357,565430.1,98.631,1117723.1,4.4763,154273.66,63041391,221654.354538997
2008-04-01,2457316.7,98.394,1338986.5,99.187,557097.6,99.351,1125316.7,4.8593,154243.1,62932092,221747.235852243
2008-07-01,2445128.8,98.592,1335132.9,99.733,549493.5,99.742,1134407.2,4.9817,154024.57,62685530,221820.797703489
2008-10-01,2400782.4,98.957,1328589,99.167,533187.1,99.446,1133082.8,4.2424,153435.82,62337166,221874.590224045
2009-01-01,2326390.2,99.378,1321263,98.298,501357.3,99.61,1124073.4,2.0068,152233.01,61248338,221908.78385916
2009-04-01,2325434.5,99.23,1321869.7,98.277,489449.3,98.821,1120753.7,1.308,151199.52,60661981,221924.267747691
2009-07-01,2334582.3,99.272,1321441.4,98.414,486118.8,98.907,1123434.6,0.8709,150613.93,60378840,221922.396726082
2009-10-01,2345625.1,99.476,1323963.1,98.805,486538.5,98.887,1128441.3,0.722,150300.13,60213663,221904.951900936
2010-01-01,2354769.5,99.645,1327522.8,99.32,480976.5,99.588,1131735.5,0.6613,150229.3,60261126,221874.075380903
2010-04-01,2377565.8,99.757,1331009,99.746,491447.1,99.892,1139607,0.6876,150114.91,60418787,221832.618179693
2010-07-01,2388134.2,100.206,1334051,100.22,491269.3,99.942,1144229.6,0.8749,150197.31,60359186,221783.165513904
2010-10-01,2402463.5,100.384,1340376.2,100.706,491051.3,100.57,1150942.1,1.0208,150455.99,60398194,221728.033401272
2011-01-01,2423116.6,100.633,1339848.5,101.474,498303.9,101.161,1159794.3,1.0958,150528.8,60799626,221669.346381086
2011-04-01,2423232.9,100.874,1333278.4,102.125,497909.9,101.347,1166692.8,1.4159,150716.59,60572846,221609.16559676
2011-07-01,2426592.2,101.188,1334747.8,102.423,498128.1,101.567,1168973.4,1.5614,150529.63,60500751,221549.222350219
2011-10-01,2416675.2,101.551,1329454,102.928,495577.8,101.904,1172670.5,1.4954,150301.29,60337922,221491.01690239
2012-01-01,2410788.1,101.909,1328007.8,103.522,488673.3,102.324,1176060.7,1.0429,150285.18,60114089,221435.888812733
